index	STRING	DESC
9001041	??? / %d PT	?? ?? ?? ???? ??
9001042	%d/%02d/%02d/ ?? %02d:%02d	???? ?? YYYY/MM/DD ?? 00:00
9001043	%d/%02d/%02d/ ?? %02d:%02d	???? ?? YYYY/MM/DD ?? 00:00
9001044	????	?? ?? ?? ???? ???
9002001	無效兌換券。請確認後重新輸入。	??? ???? ??
9002002	已經使用過的優惠券。	?? ??? ??? ??
9002003	獲得了[%d]Pt。	???? ????? ???? ??
9002004	收到獎品了。請向獎品NPC確認獎品。	???? ??? ??? ??
9002005	什麼都沒有！！下次機會再試吧！！	??? ???? ?? ??? ??
9002006	過期的兌換券。	??? ????? ?? ??
9002007	不能使用的兌換券兌換券。	????? ?? ?? ??? ????? ?? ??
9002008	錯誤的兌換券序號。請確認後重新輸入。	?? ??? ???? ?? ??
9002009	不能確認獎品內容。	?? ??? ???, GIFT?? ID ?? ?? ? ?? ??
9002010	%d獲得了背包現金。	???? ??(?)??? ???? ??
9002011	該帳號已使用的兌換券。	?? ???? ?? ??? ??? ??
9002012	使用兌換券被封帳號。請在24小時後重新再試。	15??? ??? ??? ? ?? 24?? ?? ???? ??
9002013	錯誤的兌換券。請向GM諮詢。	?? ??? ?? ??? ??
9003001	查看目錄已滿。	?? ?? ??? ???? ? ?? ??
9004001	禮物成功送達。	?? ???? ???? ??
9004002	不存在的角色名。請確認後重新再試。	?? ?? ???? ???? ?? ??
9004003	%s的禮物空間已滿。請稍後再試。	?? ?? ???? ?? ???? ? ?? ??
9004004	不能給自己送禮物。	?? ???? ??? ???? ? ??
9004005	已向%s贈送了物品。	???? ?? ???
9005001	已放入購物車目錄的物品。	?? ???? ?? ???? ? ??? ???? ? ??
9005002	已放入購物車目錄。	???? ? ??? ????? ???? ??
9005003	購物車目錄已滿，不能再放入了。	???? ? ??? ???? ?? ??
9006001	構成內容	?? ??? ?? ??
9006002	 [%d個]	??? ??? ????? ?? ???? ?? ??
9007001	[%s]沒有。請購買優惠券後，再來吧。^^	?? ??? ?? ?
9007002	已經是相同類型了，是在開玩笑呢吧？哈哈哈～	?? ?? ??? ??? ??? ?
9007003	請確認優惠券各類後，一定要再來呀！	?? ??? ?? ?
9007004	專家服務改成一般或特別服務的話，顏色會隨機變化。那也要換嗎？	??? ????? ?? ???? ??? ?
9007005	不想時尚潮流落後的話，是一定要來的地方的！	??? npc? ???? ?
9007006	受到了專家的服務，所以要改變形態和顏色。	???? ???? ?? ?? ?? ???? ???? ??? ??? ??? ?? ???? ????? ? ?? 
9007007	變身成功了。下次也請一定要來哦！	??? ??? ????? ??
9007008	請確認限制事項後，再重新嘗試。	?? ??? ?? ?? ?? 
9007009	一般髮型優惠券	9007001? [%s]
9007010	一般染髮優惠券	9007001? [%s]
9007011	一般眼睛整形優惠券	9007001? [%s]
9007012	一般變色眼鏡優惠券	9007001? [%s]
9007013	一般曬黑優惠券	9007001? [%s]
9007014	特殊髮型優惠券	9007001? [%s]
9007015	特殊染髮優惠券	9007001? [%s]
9007016	特殊眼睛整形優惠券	9007001? [%s]
9007017	特殊變色眼鏡優惠券	9007001? [%s]
9007018	特殊曬黑優惠券	9007001? [%s]
9007019	適合的髮型優惠卷	9007001? [%s]
9007021	專家眼睛整形優惠券	9007001? [%s]
9007023	專家曬黑優惠券	9007001? [%s]
9007024	結束該服務	??? ???? ?? ???? ???? ?? ??
9009001	正在打開網頁。	????? ? ???? ??? ??
9009002	打開網頁失敗。	????? ? ??? ???? ??? ??
9009003	認證失敗。	??? ??? ????? ??
9009004	物品商店版本錯誤。請結束遊戲後，重新再試。	????, ??? ??? ???? ??
9009005	物品商店版本錯誤。請退出物品商店後，再重新連接。	????, ??? ??? ???? ??
9009006	時尚商店關閉中。請稍後再使用。^^	????, ????? ?? ?? ??? ??? ???? ??? ???? ??
9999999	封閉測試只公開到這裡。	?? ?? ?? ???. ??? ?? ?
10000001	請放入裝備物品。	??? ?? ???. ???? ???? ???? ??? ??
10000002	請放入鑲嵌材料。	??? ?? ???. ??? ?? ???? ???? ??? ??
10000011	不是該物品對應的鑲嵌材料。	??? ?? ?? ???. ?? ???? ?? ??? ??? ?? ??? ??
10000012	材料數量不足。	??? ?? ?? ???. ??? ??? ?? ??? ??
10000013	物品的等級低，所以不能提高屬性等級。	??? ?? ?? ???. ??? ??? ?? ??
10000014	已經有相同的屬性了。	??? ?? ?? ???. ??? ?? ??? ??? ??
10000015	不能再增加屬性了。	??? ?? ?? ???. ??? ?? ??? ? ?? ?? ??.
10000016	在做其他事情時，不能進行鑲嵌。	??? ?? ?? ???. ??? ?? ? ??? ??? ?? ??
10000017	受到了防礙，所以鑲嵌被取消。	??? ?? ?? ???. ??? ?? ?? ?? ??? ????? ??
10000021	鑲嵌失敗，所以鑲嵌物品被破壞了。	??? ?? ???. ??? ??? ????, _When_Fails ?? 1? ??
10000022	鑲嵌失敗，所以鑲嵌物品被破壞了。	??? ?? ???. ??? ??? ????, _When_Fails ?? 2? ??
10000023	鑲嵌失敗，所以鑲嵌物品被破壞了。	??? ?? ???. ??? ??? ????, _When_Fails ?? 3? ??
10000031	只可以放入物品視窗槽物品。	??? ?? ?? ???. ??? ?? ???? ??? ?? ?? ???? ??
10000040	[%s]物品使用時間已到，不能放入。	??? ? ????? ??? ?? ??? ??? ???? ???? ????? ?? ??.
11000001	請放入裝備物品。	????? ?? ???. ?? ???? ???? ??? ??.
11000002	請確認物品材料後放入。	????? ?? ???. ?? ???? ???? ??? ??.
11000010	該物品不能升級。	????? ?? ???. ?? ??? ??? ???? ??.
11000011	不能升級的物品。	????? ?? ???. ?? ??? ??? ???? ??.
11000012	請正確地放放該物品的材料。	????? ?? ???. ??? ID? ?? ??.
11000013	該物品的需要數量不足。	????? ?? ???. ??? ??? ?? ??.
11000014	該物品的稀有度要相同。	????? ?? ???. ??? ???? ?? ??.
11000015	在做其他事情時不能升級。	????? ?? ???. ????? ?? ? ??? ??? ?? ??.
11000016	受到了防礙，所以升級被取消。	????? ?? ???. ????? ? ?? ?? ??? ????? ??.
11000017	已放入了相同的物品。請將已放入的取消後再放入。	????? ?? ???. ????? ???? ?? ???? ?? ??.
11000021	升級失敗後，主要物品被破壞。	????? ?? ???. ????? ??? ????, _When_Fails ?? 1? ??
11000022	升級失敗後，材料被破壞。	????? ?? ???. ????? ??? ????, _When_Fails ?? 2? ??
11000023	升級失敗後，物品被破壞。	????? ?? ???. ????? ??? ????, _When_Fails ?? 3? ??
11001001	需要將該寵物再成長。	? ????? ?? ???. ???? ??? ?
11001002	該寵物不能升級（結果錯誤）。	? ??????? ?? ???? ?? ???? ??? ?? ?? ?
11001003	該寵物不能升級（時間類型錯誤）。	? ??????? ?? ???? ?? ???? ?? ??? ?? ?? ?
11001004	只能放入角色視窗的物品。請將裝備的寵物移動到背包後，再償試。	? ????? ?? ???. ??? ????? ?? ??
11001005	不能升級的寵物。	? ????? ?? ???. ?? ??? ??? ??? ?? ??
11002001	寵物的限制時間已到。	? ???? ?? ???. ? ?? ??? ???
11002002	寵物不喜歡那個食物。	? ???? ?? ???. ?? ???? ?? ??
11002003	過了有效期的食物。	? ???? ?? ???. ??? ?? ??? ????? ??
11002004	肚子飽了，不能再吃了。	? ???? ?? ???. ?? SP? 90??? ??
11002005	現在狀態下，不能餵食物。	? ???? ?? ???. ??? ??? ?? ??
12000001	開設了個人商店。轉為販賣模式。	[????] ?? ??? ????? ?, ?? ???.
12000002	牌子的內容長度太短。	[????] ??? ?? 1? ???? ??? ???? ?? ??
12000003	商店主人的錢包已滿，不能再賣物品了。	[????] ??? ????, ?? ??? ?? ?? ?? ?.
12000004	不能交易的物品，在個人商店裡也不能販賣。	[????] ????? ??? ???? ? ??? ???? ?? ???? ?.
12000005	現在因為網路的問題，不能開設和使用個人商店。	[????] ? ??? ???? ?? ??? ? ? ???? ???? ???? ???? ? ?.
12000006	在開設的個人商店中向%s出售了物品。	[????] ??? ????? ??? ? (???)
12000007	在開設的個人商店中，購買了%s的物品。	[????] ??? ????? ??? ? (???)
12000008	在其他聊天房間、個人商店及攻防戰太近的地方不能開設。	[????] ?????? ??? ?? ???, ???? ? ??? ?? ?.
12000009	只有在各地區的自由市場才可以開設個人商店。	[????] ????? ??? ???? ? ??? ??? ?? ?.
12000010	要在商店中放入物品，才可以開設個人商店。	[????] ?????? ???? ???? ?? ?
12000011	不能購買比我擁有的遊戲幣貴的物品。	[????] ??? ??? ?? ??
12000012	牌子上包含了不健康的詞語，個人商店開設將被限制。	[????] ?? ???? ?? ??? ????? ?
12000013	不是個人商店開設地區，或沒有商店開設物品。	[????] ?? ?? ?? ??? ?? ?? ??, ?? ??? ? ?? ?
12000014	不是個人商店開設地區，或沒有商店開設物品。	[????] ?? ??? ???? ?? ?? ?? ??? ?? ?? ?? ?? ?? ???
12000015	距離太遠，不能查看對方的個人商店。	[????] ???? ????? ????? ? ? ??? ??
12000016	物品中沒有輸入價格。	[????]
12000017	為了使用代理商店，需要郵箱有一定的空間。	[????] ?? ??? ??? ??? ??
12000018	開設了代理商店。	[????] ?? ?? ?? ???
12000019	放入代理商店的物品被出售了。請確認郵箱。	[????] ??? ?? ?? ???
13000001	只可以放入時間限制物品。	[??? ????(??)] ?? ?? ???? ?? ??
13000002	只可以在物品視窗中放入物品。	[??? ????(??)] ??? ? ????? ???? ?? ??(?? ?)
13000003	不能增加時間的物品。	[??? ????(??)] LDT ???? ???? ?? ?? ??
13000101	只可以在物品視窗中放入物品。	[??? ????(??)] ??? ? ????? ???? ?? ??(?? ?)
13000102	請正確放入該物品的材料。	[??? ????(??)] ?? ???? ????? ? ??
13000103	該物品的需要數量不足。	[??? ????(??)] ?? ??? ??? ??
13001001	卡片序號錯誤。	??(??) ??? ?? ??? ??(?? ?? ??)
13001002	未持有戳戳樂所需的"幸運之黃金鏢"。幸運之黃金鏢可於時尚商店中購買。	??(??)? ??? ???? ?? ??
13001003	戳戳樂需要的遊戲幣不足。	??(??)? ??? ??? ??? ??
13001004	已經選擇卡片。	?? ??? ?? ?? ??? ??
13001005	商店在再次更新狀態。請稍等。	?? ??(??)? ??? ?? ?? ??
13001006	活動戳戳樂結束。請下次再使用。	?? ??(??)? ??? ??? ?? ????? ??
13001011	裝備欄位空間不足。	??(??) ????? ??? ??
13001012	消耗欄位空間不足。	??(??) ????? ??? ??
13001013	其他欄位空間不足。	??(??) ????? ??? ??
13001014	活動欄位空間不足。	??(??) ????? ??? ??
13001015	寵物欄位空間不足。	??(??) ????? ??? ??
13001016	小屋欄位空間不足。	??(??) ????? ??? ??
13001101	%d /%d	??(??) ?? ?? ? 
13001102	Set.%d /%d	??(??) ??? ?
13001103		??(??) ?? ? ?
13001201	要購買%s%s +%s卡片嗎？	??(??) ?? ?? ?? ?
13001202	Set.%d	??(??) ????? ???? ?? ??? ?
13001203	活動戳戳樂的商品剛剛更新。請確認商品。^^	??(??)? ??? ????? ?? ??? ??.
13001204	現在正在使用卡。\n請稍等。	??(??)? ?? ?? ?? ??
13001205	現在正在更新資訊。\n請稍等。	??(??)? ??? ???? ?? ??
13001206	購買了[%s]+[%s]號入場券。	?? ?? ?? ?
13001301	0	??(??)
13001302	1	??(??)
13001303	2	??(??)
13001304	3	??(??)
13001305	4	??(??)
13001306	5	??(??)
13001307	6	??(??)
13001308	7	??(??)
13001309	8	??(??)
13001310	9	??(??)
13001311	10	??(??)
13001312	11	??(??)
13001313	12	??(??)
13001314	13	??(??)
13001315	14	??(??)
13001316	15	??(??)
13001317	16	??(??)
13001318	17	??(??)
13001319	18	??(??)
13001320	19	??(??)
13001401	A	??(??)
13001402	B	??(??)
13001403	C	??(??)
13001404	D	??(??)
13001405	E	??(??)
13001406	F	??(??)
13001407	G	??(??)
13001408	H	??(??)
13001409	I	??(??)
13001410	J	??(??)
13001411	K	??(??)
13001412	L	??(??)
13001413	M	??(??)
13001414	N	??(??)
13001415	O	??(??)
13001416	P	??(??)
13001417	Q	??(??)
13001418	R	??(??)
13001419	S	??(??)
13001420	T	??(??)
13002001	現在不能使用那個物品。	??? ? ??? ?? ?? ???
13002002	最大打賭值錯誤。	??? ?? ?? ?? ???? ?? ?? ???
13002101	裝備欄位空間不足，請先清除整理。	??? ???? ??? ??? ?? ?? ???
13002102	消耗欄位空間不足，請先清除整理。	??? ???? ??? ??? ?? ?? ???
13002103	其他欄位空間不足，請先清除整理。	??? ???? ??? ??? ?? ?? ???
13002104	活動欄位空間不足，請先清除整理。	??? ???? ??? ??? ?? ?? ???
13002105	寵物欄位空間不足，請先清除整理。	??? ???? ??? ??? ?? ?? ???
13002106	小屋欄位空間不足，請先清除整理。	??? ???? ??? ??? ?? ?? ???
13003001	為了轉職，需要 "%s" 物品。	?? ?? ??? ??
13003002	為了轉職需要%d Ely。	?? ?? ?? ??
14000001	不滿足條件，不能做那件事。	????? ???~?? ??? ??? ?? ???? ??
14100001	1.確認要使用的記事本按鈕編號後屬性會更方便。	???? 1??? ???
14100002	2.按下記事本按鈕就可以查看各按鈕對應的編號。	???? 1??? ???
14100003	3. 確認類比物就可以指定滑鼠鍵，可用滑鼠使用黏貼類比物。	???? 1??? ???
14100004	4. 請用複合鍵和滑鼠鍵指定要使用的按鍵。	???? 1??? ???
14100005	點擊要使用的按鍵，輸入鍵盤的按鍵。	???? 2??? ?? ???
14100006	將滑鼠遊標放到按鍵上，就能查看按鍵資訊。	???? 2??? ?? ???
15000001	到目前累積連線時間是%d小時%d分。當前經驗值, ely, 物品掉落率為%d.	?? ??(???) ? ?? ?? ???
15000002	請輸入疲勞度相關資訊。	????? ???? ??? ?????? ???? ???
15000003	您累計線上時間已滿3小時，請您下線休息，做適當身體活動。	????? 3??? ??
15000004	您已經進入疲勞遊戲時間，您的遊戲收益將降為正常值的50％，請您儘快下線休息，做適當身體活動。	???? 3~5?? ?? (30? ??? ??? ???)
15000005	您已進入不健康遊戲時間，請您立即下線休息。如不下線，您的身體健康將受到損害，您的收益已降為零。	???? 5?? ?? (15? ??? ??? ???)
15000006	您累計線上時間已滿1小時	????? 1??? ??
15000007	您累計線上時間已滿2小時	????? 2??? ??
16000001	特殊物品	??? ???? ??
16000101	拳套	??? ???? ??
16000102	短劍	??? ???? ??
16000103	單手劍	??? ???? ??
16000104	雙手劍	??? ???? ??
16000105	法杖	??? ???? ??
16000106	雙刀	??? ???? ??
16000107	鈍器	??? ???? ??
16000108	槍	??? ???? ??
16000109	弓箭	??? ???? ??
16000110	十字弓	??? ???? ??
16000111	溜溜球	??? ???? ??
16000112	其他	??? ???? ??
16000113	手槍	??? ???? ??
16000201	頭飾	??? ???? ??
16000202	上衣	??? ???? ??
16000203	褲裙	??? ???? ??
16000204	套裝	??? ???? ??
16000205	披風	??? ???? ??
16000206	手套	??? ???? ??
16000207	鞋子	??? ???? ??
16000208	盾牌	??? ???? ??
16000301	魔法石	??? ???? ??
16000302	眼鏡	??? ???? ??
16000303	耳環	??? ???? ??
16000304	襪子	??? ???? ??
16000305	臉部裝飾	??? ???? ??
16000306	戒子	??? ???? ??
16000401	皮件 [線球材料]	??? ???? ??
16000402	皮件 [怪物材料]	??? ???? ??
16000403	礦石	??? ???? ??
16000404	拼圖	??? ???? ??
16000501	藥水 [Type 1]	??? ???? ??
16000502	藥水 [Type 2]	??? ???? ??
16010001	%s (Lv.%d)	?? ??? (??) ??
16010002	%d	?? ??? ??
16010003	%d	?? ?? ??
16010011	製作失敗，材料被破壞。	?? ?? ???. ?? ??? ????, _When_Fails ?? 0? ??
16010012	製作失敗，材料被破壞。	?? ?? ???. ?? ??? ????, _When_Fails ?? 0? ?? ??
16010013	製作成功，獲得了 [%s]物品	?? ?? ???.
16010021	製作熟練度增加[%d]	?? ??? ?? ???
16010031	裝備欄位空間不足。	?? ??? ????? ??? ??
16010032	消耗欄位空間不足。	?? ??? ????? ??? ??
16010033	其他欄位空間不足。	?? ??? ????? ??? ??
16010034	活動欄位空間不足。	?? ??? ????? ??? ??
16010035	寵物欄位空間不足。	?? ??? ????? ??? ??
16010036	小屋欄位空間不足。	?? ??? ????? ??? ??
16010041	開設了個人房間。移動到待機模式。	[????] ?? ??? ????? ?, ?? ???.
16010042	看板的句子太短。	[????] ??? ?? 1? ???? ??? ???? ?? ??
16010043	房間開設人的錢包已滿，不能再賣物品。	[????] ??? ????, ?? ??? ?? ?? ?? ?.
16010044	目前因為網路問題，不能開設、使用個人房間。	[????] ? ??? ???? ?? ??? ? ? ???? ???? ???? ???? ? ?.
16010045	只能在各地的自由市場開設個人房間。	[????] ????? ??? ???? ? ??? ??? ?? ?.
16010046	要在房間登記物品後才能開設個人房間。	[????] ?????? ???? ???? ?? ?
16010047	金錢不足，不能委託。	[????] ???? ???? ?? ?? ??
16010048	看板上包含不健康的詞語，開設個人房間被限制。	[????] ?? ???? ?? ??? ????? ?
16010049	非開設個人房間區域或沒有開設個人房間的物品。	[????] ?? ?? ?? ??? ?? ?? ??, ?? ??? ? ?? ?
16010050	非開設個人房間區域或沒有開設個人房間的物品。	[????] ?? ??? ???? ?? ?? ?? ??? ?? ?? ?? ?? ?? ???
16010051	距離太遠，不能查看對方的個人房間。	[????] ???? ????? ????? ? ? ??? ??
16010052	沒輸入物品價格。	[????]
16010053	%s使用了個人房間。	[????] ??? ??? ???? ??? ????. (???)
16010054	使用了%s的個人房間。	[????] ??? ??? ???? ??? ????. (???)
16010055	在執行其他委託。	[????] ???? ??? ?? ?? ????? ????? ??? ??
16020001	強化耐久度:%d ~%d	?? ???? ?? ??? ??
20010001	Need to get "FailCode" in the sesstion when retureResult is "failed" in order to get more detail information. TheSPecific Error No. please see also "The Error No. of ekey and Descriptions"	failed
20010002	Sorry, system error, please login later.	sys_error
20010003	Sorry, authentication is time out, please login again.	time_out
20010004	Login directly, does not need any prompt	success
20010005	Sorry, The SDO Passport you entered doesn't exist. Please login again after confirmed.	no_user
20010006	Sorry, the passport you entered is wrong. Please login again after confimed.	miss_pwd
20010007	Sorry, Their has an unknown error. Please login after a while	refuse
20010008	After user input PT account and password confirms successfully logins directly, and does not need any prompt	no_bind_ekey
20010009	The synchronous time of the Ekey fluctuates too much. Please try again later or go to http://ekey.sdo.com to adjust the Ekey time	ekey_warp
20010010	###############################################################################################################################################################################################################################################################	need_reserve_pwd
20010011	Sorry, The SDO Pasport you entered is existed. Please select another and try again.	user_existed
20010012	This system comprehensively upgraded as SDO system, please upgrades your account according to the system prompt.	need_upgrade
20010013	Sorry, Occur an exception in distributing Digital Account. Please login later or connect with our customer service telephone (021-50504729).	sdid_existed
20010014	Your SDO Passport has already logined in another area, please use the correct SDO Passport to login the current area.	logined_otherwhere
20020001	###############################################################################################################################################################################################################################################################	1001
20020002	The Ekey Serial Number you entered doesn't exist. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	1002
20020003	###############################################################################################################################################################################################################################################################	1003
20020004	The User Service Number you entered is incorrect. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	1004
20020005	Your Ekey hasn't been bound with any account yet. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	1006
20020006	No related Ekey binding information. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	1007
20020007	###############################################################################################################################################################################################################################################################	1008
20020008	This Ekey has already bound with an account. If there's any other questions, please make a phone call to our Service Department(021-50504729).	1009
20020009	Please check if there's any typing error and try again.	1011
20020010	###############################################################################################################################################################################################################################################################	1012
20020011	###############################################################################################################################################################################################################################################################	1013
20020012	###############################################################################################################################################################################################################################################################	1014
20020013	The User Service Number is wrong. Please check the 16-digit number printed on your User Card and enter again. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	1015
20020014	Game type number error.	1019
20020015	Game distriction errer.	1020
20020016	Game account error.	1021
20020017	Identification card ID error.	1023
20020018	The synchronous time of the Ekey fluctuates too much. Please try again later or go to http://ekey.sdo.com to adjust the Ekey time.	1024
20020019	Reserved password error.	1025
20020020	You've changed your service number too many times to modify again because of the related regulation.	1027
20020021	Waiting for working.	1028
20020022	Ekey status Error: Your Ekey can not be use. If there's any other questions, please make a phone call to our Service Department(021-50504729).	10
20020023	Ekey status Error: You must startup your Ekey before you bind it. Please visit our web site http://ekey.sdo.com to startup your Ekey. If there's any other questions, please make a phone call to our Service Department(021-50504729).	20
20020024	###############################################################################################################################################################################################################################################################	40
20020025	###############################################################################################################################################################################################################################################################	50
20020026	Ekey status Error: This Ekey is not invalid. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	60
20020027	Ekey status Error: This Ekey is invalid. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	70
20020028	###############################################################################################################################################################################################################################################################	80
20020029	Ekey status Error: Your Ekey has been destroyed. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	90
20020030	Ekey status Error: Your Ekey is out of service time and cannot be used again. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	100
20020031	Ekey status Error: Your Ekey has been replaced by a new Ekey. Please use your new Ekey to conntinue your operation. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).	110
27000001	不能創建公會。	[?????]. ?????
27000002	已加入公會。	[?????]. ?????
27000003	公會已解散。	[?????]. ?????
27000004	不能再接收公會員。	[?????]. ?????
27000005	Ely不足。	[?????]. ?????
27000006	沒有許可權。	[?????]. ?????
27000007	公會租期剩下一天。	[?????]. ?????, ??? ???
27000008	太長，不能使用。	[?????]. ?????
27000009	請退出全部公會員。	[?????]. ?????
27000010	公會長不能退出。請委任給其他人。	[?????]. ?????
27000011	中立型	[?????]. ????
27000012	太長，不能使用。	[?????]. ?????, ??? ??
27000013	公會的植物等級上升了。	[?????]. ??????
27000014	公會的植物完全長成了。	[?????]. ??????
27000015	已使用的公會名。	[?????]. ?????
27000016	存在已培育的植物。	[?????]. ?????
27000017	植物與公會等級不符。	[?????]. ?????, ?? ??? ?? ???
27000018	光明型	[?????]. ????
27000019	與公會特性不符，不能使用。	[?????]. ?????, ?? ??? ?? ??? 
27000020	邪惡型	[?????]. ????
27000021	%s加入了公會。	[?????]. ??????
27000022	%s退出了公會。	[?????]. ??????
27000023	%s被從公會強制退出。	[?????]. ??????
27000024	公會標語變更了。	[?????]. ????, ??? ??
27000025	%s的職位變更了。	[?????]. ????, ??????
27000026	%s登錄了。	[?????]. ????, ??????
27000027	%s註銷了。	[?????]. ????, ??????
27000028	邀請加入公會的人的許可權消失，不能加入公會。	[?????]. ??? ??? ???? ???? ?????
27000029	創建公會成功，消耗了所持金 1,500,000ely.	[?????]?? ?? ?? ???
27000030	不能委任給沒有連接的角色。	[?????]. ?? ??? ?? 
27000031	%s公會 %s邀請您加入公會，要接受嗎？	[?????]. ?? ??
27000032	要解散公會嗎？解散 \n公會的話，公會的所有資訊都會消失。	[?????]. ?? ??
27000033	不能加入公會，分流不同或是沒有連接的角色。	[?????]. ?????, ???? ???? ???
27000034	六翼天使	[????],  ??? 1?? ?????
27000035	克魯茲	[????],  ??? 2??
27000036	暗夜精靈	[????],  ??? 3??
27000037	力天使	[????],  ??? 4??
27000038	權力天使	[????],  ??? 5??
27000039	天使	[????],  ??? 6??
27000040	密碼	[????], ??? 1?? ?????
27000041	密碼大師	[????], ??? 2??
27000042	超強式密碼	[????], ??? 3??
27000043	象徵	[????], ??? 4??
27000044	記號	[????], ??? 5??
27000045	尺寸	[????], ??? 6??
27000046	聖人	[????], ??? 1??, ?????
27000047	首領	[????], ??? 2??
27000048	牛脾氣的人	[????], ??? 3??
27000049	大家	[????], ??? 4??
27000050	老將	[????], ??? 5??
27000051	實習生	[????], ??? 6??
27000052	需要中立水晶。	[?????]. ???? ??
27000053	需要光明水晶。	[?????]. ???? ??
27000054	需要邪惡水晶。	[?????]. ???? ??
27000055	不喜歡被權利支配，喜歡自由的冒險。\n對於未知世界報有神奇、敬畏、疑問感到成就感，相對與力量與秩序 ,更喜歡經濟上富裕的生活。	[?????]. ???? ??
27000056	嚮往神話般的英雄和他們的冒險的冒險家。\n相對無差別的強悍，力行正當的路，相對於力量，更關心吉恩蒂亞整體和艾利亞斯王國的穩定。	[?????]. ???? ??
27000057	最為尊重力量和權力的冒險家們。\n相對道德和秩序，僅僅為了得到最強的能力而不斷修煉。反對艾利亞斯王國的中央支配。	[?????]. ???? ??
27000058	請輸入公會名。	[?????]. ??????
27000059	恭喜!!\n 公會等級升級為%d 等級。\n1. 公會稱號變更了。\n2. 公會最大人數增加了。但是，從11等級開始不增加。	[?????]. ??????
27000060	因為沒有加入公會，所以不能使用。	[?????]. ??????
27000061	要強制退出%s嗎？	[?????]. ?? ???
27000062	要退出公會嗎？	[?????]. ?????
27000063	不能使用的公會名。	[?????]. ??????
27000064	沒有加入公會，不能進入。	??? ???? ?? ???? ???? ??
27000065	沒有租賃公會房間，不能進入。	??? ????
27000066	不能再創建公會房間，請稍後重試。	??? ??
27000067	公會等級和物品不一致。	[????]. ????? ??? ???
27000068	沒有加入公會，不能進入。	[?????]. NPC? ?? ??? ??
27000069	不能再加入肥料物品。	[????]. ????????
27000070	不能再加入促進劑物品。	[????]. ??? ?? ?? ??
27000071	不能使用當前等級的促進劑。請使用低等級的促進劑。	[????]. ??? ?? ?? ??
27000072	不能委任許可權。分流不同或是沒有連接的角色。	[??????]???? ?? ?? ???
27000073	公會長變更為%s了。	[??????]???? ??? ??? ???? 
27000074	公會植物只能種在公會房間。	[???????] ?? ??? ?? ???
27000075	植物狀態非常忙，目前不能處理。請稍後再試。	[???????]?? ?? ?? ?? 
27000076	%03d小時%02d分%02d秒	[???????]?? ?? ?? ??
27000077	公會房間的植物被破壞，消失了。	[???????]?? ??
27000078	從公會強制退出，關閉現金商店後自動移動到村莊。	[????]??? ??? ??
27000079	公會長不能刪除角色。請委任委任會長許可權或解散公會後刪除。	[?? ???]??? ??? ??? ??
27000080	需要升級公會等級的物品。	[?? ?? ???] ?????? ??? 
27000081	公會點數不足，不能升級公會等級。	[?? ?? ???] ?? ???? ???? 
27000082	不能再升級公會等級。	[?? ?? ???] ??? ??? ???
27000083	委任公會長後，會被強制降為副公會長，還要委任嗎？	[?????] ????? ???? ?? ???
27000084	收穫公會植物後，在一定時間裡公會房間裡沒有人的話，植物就會消失。	[?? ??] ?? ??? ?? ???
27000085	收割沒有長成的植物的話，植物會被破壞，消失。還要收割嗎?	[?? ??] ?? ??? ?? ???
27000086	Lv1.新建公會	[????]
27000087	Lv2.被告知的公會	[????]
27000088	Lv3.有名的公會	[????]
27000089	Lv4.有威望的公會	[????]
27000090	Lv5.有人脈的公會	[????]
27000091	Lv6.有官祿的公會	[????]
27000092	Lv7.被矚望的公會	[????]
27000093	Lv8.有權威的公會	[????]
27000094	Lv9.偉大的公會	[????]
27000095	Lv10.最強公會	[????]
27000096	公會等級	[?????]
27000097	需要金額	[?????]
27000098	公會最多人數%d名	[????? ??]
27000099	Ely	[?? ??]
27000100	公會點數	[?? ??]
27000101	當前公會點數	[????]
27000102	貢獻的公會點數	[????]
27000103	當前公會能力值	[????]
27000104	下一個公會能力值	[????]
27000105	公會等級升級(Lv.%d -> Lv.%d)	[????????]
27000106	Lv.%d ~ Lv.%d	[????????]
27000107	公會名太短，不能邀請公會員。重新創建公會後，請再嘗試。	[2??? ?????]
27000108	選擇傾向	[??? ??? ???]
27000109	確認購買	[????] ??? ????
27000110	等級升級需要以下條件。要升級嗎？	[????] ??? ????
27000111	要變更公會徽章的公會等級不一致。	[?????] ??? ?? ?? ???
27000112	變更公會徽章需要的[%s]物品。	[?????] ??? ?? ?? ???
27000113	變更公會徽章的 Ely不足。	[?????] ??? ?? ?? ???
27000114	公會徽章的標誌變更了。	[?????] ??? ?? ???
